1  29  16   2    1 2022   96
2  46  16   2 -100 2022   97
3  71  14   1    1 2022   98
2  28  16   1 -100 2022   99
1  38  16   2    1 2022  100
3  25  14   1    2 2022  101
3  34  16   2    1 2022  102
3  26  14   2 -100 2022  103
2  63  16   1 -100 2022  104
3  82  16   1    1 2022  105
1  47  18   1 -100 2022  106
2  40  16   1 -100 2022  107
3  71  17   1 -100 2022  108
2  63  13   2 -100 2022  109
1  89  15   2 -100 2022  110
2  61  16   1 -100 2022  111
1  52  12   1 -100 2022  112
3  48  15   1    1 2022  113
2  40  16   1 -100 2022  114
1 -99  15   1 -100 2022  115
2  44  12   1 -100 2022  116
2  42  12   1 -100 2022  117
1  46  16   1    1 2022  118
2  70   9   2 -100 2022  119
3  20  14   2    1 2022  120
2  36  12   1 -100 2022  121
1  82  14   1 -100 2022  122
1  65  16   2 -100 2022  123
1  64   9   2 -100 2022  124
3  69  12   2    1 2022  125
2 -99  16   1 -100 2022  126
1  65  16   2 -100 2022  127
2  52  12   1 -100 2022  128
3  61  16   1 -100 2022  129
3  31  18   2 -100 2022  130
3  40  18   1 -100 2022  131
2  43  18   1 -100 2022  132
2  26  17   1 -100 2022  133
2  80  12   1 -100 2022  134
2  34  11   2 -100 2022  135
2  26  12   2 -100 2022  136
2  56  14   2 -100 2022  137
1  32  12   2 -100 2022  138
3  23  16   2    1 2022  139
2  34  16   2 -100 2022  140
1 -99  19   2 -100 2022  141
1  79  16   1 -100 2022  142
1  36  18   1    1 2022  143
2 -99  16   2 -100 2022  144
3  69  14   1 -100 2022  145
1  56  14   2 -100 2022  146
3 -99  16   2 -100 2022  147
1  36  16   2    1 2022  148
1 -99  16   2 -100 2022  149
2  29  18   1 -100 2022  150
1  44  11   2 -100 2022  151
1  37  10   1 -100 2022  152
3  70  18   1 -100 2022  153
3 -99  13   2 -100 2022  154
2  62  12   1 -100 2022  155
2  24  16   2 -100 2022  156
2  83  12   2 -100 2022  157
1  71  17   1 -100 2022  158
1  68  16   1 -100 2022  159
3 -99  12   2 -100 2022  160
3  74  19   1    1 2022  161
2  46  16   2 -100 2022  162
2  48  17   1 -100 2022  163
1  55  20   2    2 2022  164
3  46  12   2    2 2022  165
1  40  18   2    1 2022  166
2  63  16   2 -100 2022  167
3  65  12   2 -100 2022  168
3  31  18   2    1 2022  169
3  39  13   1 -100 2022  170
2  51  20   1 -100 2022  171
1  34  16   1    1 2022  172
2  29  16   2 -100 2022  173
2  87  15   1 -100 2022  174
2  41  16   2 -100 2022  175
2  39  14   2 -100 2022  176
3  63  16   2    1 2022  177
3  41  16   2    1 2022  178
2  68  13   2 -100 2022  179
3  74  12   2    1 2022  180
2  50   3   2 -100 2022  181
1  53  18   2 -100 2022  182
2  34  16   1 -100 2022  183
1  62  12   1 -100 2022  184
2  54  16   2 -100 2022  185
2  37  16   2 -100 2022  186
2  65  12   1 -100 2022  187
3  42  16   1    1 2022  188
3  47  12   2 -100 2022  189
1  49  18   1    2 2022  190
1 -99  18   1    1 2022  191
2 -99  18   2 -100 2022  192
1  64  18   1 -100 2022  193
1  60  16   1  -97 2022  194
1  45  12   1    1 2022  195
1  56  20   1 -100 2022  196
2  30  16   2 -100 2022  197
2  74  18   1 -100 2022  198
1 -99  16   1 -100 2022  199
2  25  13   2 -100 2022  200
1  29  16   1 -100 2022  201
1  29  17   1    1 2022  202
1  29  16   2    1 2022  203
1  53  16   1    1 2022  204
3  72  16   1 -100 2022  205
3  74  18   2    1 2022  206
2  43  19   1 -100 2022  207
3  36  14   2    1 2022  208
3  40  17   2    2 2022  209
3  60  14   1    1 2022  210
2  35  17   1 -100 2022  211
1  44  14   2 -100 2022  212
1  66  17   1 -100 2022  213
1  32  12   2    2 2022  214
2  36  11   1 -100 2022  215
2  48  15   2 -100 2022  216
2  61   3   1 -100 2022  217
2  47  12   1 -100 2022  218
3  44  16   1    1 2022  219
1  57  15   1 -100 2022  220
3  75  14   2 -100 2022  221
2  31  14   2 -100 2022  222
3  62   0   2 -100 2022  223
3  50  17   2    1 2022  224
2  39  15   1 -100 2022  225
3  33  13   1 -100 2022  226
2  43  16   2 -100 2022  227
2  23  16   2 -100 2022  228
3  31  16   2    1 2022  229
3  33  19   1    2 2022  230
3  24  12   1    1 2022  231
3  23  16   1    1 2022  232
1  58  14   1    2 2022  233
1  39  17   2 -100 2022  234
2  56   6   1 -100 2022  235
3  71  16   2 -100 2022  236
2  56  16   2 -100 2022  237
3  41  14   2 -100 2022  238
1  27  17   2 -100 2022  239
2  36  12   1 -100 2022  240
1  59  12   1 -100 2022  241
3  25  15   1    1 2022  242
2  28  20   2 -100 2022  243
1  70  12   2    1 2022  244
3  59  16   1    1 2022  245
3  20  15   2    1 2022  246
1  55   3   1 -100 2022  247
1  22  15   1 -100 2022  248
2  51   7   2 -100 2022  249
3  21  11   1    2 2022  250
1  50  11   2    2 2022  251
2  60   7   2 -100 2022  252
1  66  16   2    2 2022  253
3  23  12   1    1 2022  254
3  64   6   2 -100 2022  255
1  32  14   1 -100 2022  256
3  26  15   2    1 2022  257
1  59  12   2 -100 2022  258
3  81  18   2 -100 2022  259
3  36  17   1 -100 2022  260
3  29  13   2 -100 2022  261
3  57  11   2 -100 2022  262
1  50  13   1    2 2022  263
1  38  20   2 -100 2022  264
1  29  17   2    1 2022  265
1 -99  12   1 -100 2022  266
2  37  20   2 -100 2022  267
1  30  16   2 -100 2022  268
1  19  13   1 -100 2022  269
1  52  16   1 -100 2022  270
2  69  19   1 -100 2022  271
1  66  20   2 -100 2022  272
1  45  18   2    1 2022  273
2  33  13   1 -100 2022  274
2  55  20   1 -100 2022  275
2  46   9   2 -100 2022  276
3  57  16   1    1 2022  277
2  42  14   1 -100 2022  278
3  58  14   1 -100 2022  279
3  37  19   2    1 2022  280
1  68  14   2 -100 2022  281
2  68  15   2 -100 2022  282
3  35  12   2    1 2022  283
3  41  15   2 -100 2022  284
1  28  14   1    1 2022  285
3  53  16   2 -100 2022  286
3  63  12   2 -100 2022  287
2  71  18   2 -100 2022  288
3  56  12   2 -100 2022  289
1  44  14   2    2 2022  290
2  26  12   2 -100 2022  291
3  67  20   2 -100 2022  292
2  49   8   1 -100 2022  293
3  32  16   1    1 2022  294
2  39  12   2 -100 2022  295
2  61  12   2 -100 2022  296
3  55  17   2    1 2022  297
2  65  16   1 -100 2022  298
1  61  11 -97 -100 2022  299
1  28  12   2    1 2022  300
3  60  16   2 -100 2022  301
2  63  15   1 -100 2022  302
2  78  17   2 -100 2022  303
1  23  12   1 -100 2022  304
3  60  13   2 -100 2022  305
2  26  12   2 -100 2022  306
1  54   6   1  -98 2022  307
3  83  12   2    1 2022  308
1  65  16   1    2 2022  309
3  39  12   1    2 2022  310
2  68  12   2 -100 2022  311
3  66  17   2 -100 2022  312
3  75  16   1 -100 2022  313
3  36  16   1 -100 2022  314
2  64   9   1 -100 2022  315
3  89  11   1 -100 2022  316
1 -99  12   1    2 2022  317
1  73  16   1    1 2022  318
2  56  12   1 -100 2022  319
1  33  16   1    1 2022  320
1  23  16   1 -100 2022  321
3  54  14   1 -100 2022  322
3  22  12   2    1 2022  323
1  22  12   1 -100 2022  324
3  30  12   2 -100 2022  325
1  52  18   2    1 2022  326
2 -99  11 -99 -100 2022  327
2  47  16   2 -100 2022  328
3  54  14   2    2 2022  329
2  33  16   1 -100 2022  330
1  20  12   1 -100 2022  331
2  48   6   2 -100 2022  332
1 -99  16   1    2 2022  333
2  35  11   2 -100 2022  334
1 -99  15   2 -100 2022  335
2  39  12   2 -100 2022  336
3  39  16   1    1 2022  337
3  31  12   1    2 2022  338
2  37  10   2 -100 2022  339
2  30  16   2 -100 2022  340
3  24  17   2 -100 2022  341
1  26  14   1 -100 2022  342
2  21  14   1 -100 2022  343
2  66  13   1 -100 2022  344
2  33  14   2 -100 2022  345
1  67  10   1    2 2022  346
2  74   6   1 -100 2022  347
2  47  14   1 -100 2022  348
2  24  12   1 -100 2022  349
2  57  14   2 -100 2022  350
2  23  12   1 -100 2022  351
3  56  19   2    1 2022  352
3  73  13   1    2 2022  353
2  63  12   2 -100 2022  354
3  66  12   1    1 2022  355
2  42  16   2 -100 2022  356
3  74  16   1 -100 2022  357
1  62  16   2 -100 2022  358
1  57  18   2    1 2022  359
2  79  17   2 -100 2022  360
1  39  14   1    1 2022  361
2  62  18   2 -100 2022  362
2  49  12   1 -100 2022  363
1  70  10   1 -100 2022  364
3  27  12   2    1 2022  365
1  57  12   1 -100 2022  366
3 -99  12   1 -100 2022  367
1  62  16   1 -100 2022  368
2  66  16   1 -100 2022  369
3  54  12   1    1 2022  370
1  68  14   1 -100 2022  371
1  53  16   1    1 2022  372
3  31  14   2    1 2022  373
2  45  11   2 -100 2022  374
2  40   9   2 -100 2022  375
2  18  12   1 -100 2022  376
3  70  16   1 -100 2022  377
1  33  12   2    2 2022  378
3  66  18   1 -100 2022  379
1  68  12 -98 -100 2022  380
1  45  18   1 -100 2022  381
3  68  16   2    1 2022  382
2  59  16   2 -100 2022  383
1  70  17   2    1 2022  384
3  75  12   1    1 2022  385
3  39  19   1    1 2022  386
2  71  14   1 -100 2022  387
3  63  16   1 -100 2022  388
3  54  16   2    1 2022  389
1  77  18   2    1 2022  390
2  89  12   2 -100 2022  391
1  58  13   1 -100 2022  392
2  89  12   2 -100 2022  393
2  39  16   1 -100 2022  394
2  20  12   2 -100 2022  395
2  22  13   1 -100 2022  396
2  72  12   2 -100 2022  397
2  22  14   2 -100 2022  398
1  65  14   2 -100 2022  399
3  51  14   1 -100 2022  400
2  30  16   1 -100 2022  401
3  60   6   1    2 2022  402
2  57  12   1 -100 2022  403
3  48  14   1    2 2022  404
1  46   8   1    1 2022  405
3  62  12   1    1 2022  406
2  57  14   2 -100 2022  407
1  32   9   1    1 2022  408
1  61  12   2 -100 2022  409
2  60  12   2 -100 2022  410
1  51  12   1 -100 2022  411
2  84  12   2 -100 2022  412
1  29  16   2    1 2022  413
2  31  16   2 -100 2022  414
3  77  16   2    1 2022  415
1  40  16   1    1 2022  416
2  20  14   2 -100 2022  417
3  23  14   1    1 2022  418
2  24  16   2 -100 2022  419
3  63  20   1    2 2022  420
2  46  18   1 -100 2022  421
3  31  18   1 -100 2022  422
3  85  12   2  -99 2022  423
2  42  14   1 -100 2022  424
1  22  15   1    1 2022  425
2  62  12   1 -100 2022  426
1 -99  20   2 -100 2022  427
2  39  16   1 -100 2022  428
2  63  17   2 -100 2022  429
1  49  17   2    2 2022  430
1  59  16   2 -100 2022  431
3  75  16   2    1 2022  432
3  29  12   1    1 2022  433
1  45  16   2    1 2022  434
3  55  16   2 -100 2022  435
2  79  14   2 -100 2022  436
1  29  13   1    1 2022  437
1  29  12   1  -99 2022  438
2  32  13   2 -100 2022  439
2  21  16   1 -100 2022  440
2  39  12   1 -100 2022  441
3 -99  17   1 -100 2022  442
3 -99 -99 -99    2 2022  443
3  31  15   2    1 2022  444
3  33  12   2 -100 2022  445
3  71  12   2    1 2022  446
2  39  16   1 -100 2022  447
1  32  18   1    1 2022  448
1  47  18   1 -100 2022  449
2  48  14   1 -100 2022  450
1  46  12   1 -100 2022  451
3  21  14   2 -100 2022  452
2  42  16   1 -100 2022  453
1  64  14   2 -100 2022  454
3  29  17   2    1 2022  455
3  36  14   2 -100 2022  456
1 -99  20   1 -100 2022  457
3  65  18   2 -100 2022  458
1  56  16   2    1 2022  459
1  32  15   2    2 2022  460
1  61  20   2    2 2022  461
3  56  16   2 -100 2022  462
2  33  13   2 -100 2022  463
3  72  20   2 -100 2022  464
3  36 -99   2 -100 2022  465
1  44   8   1 -100 2022  466
1  49  12   2    1 2022  467
3  42  15   2 -100 2022  468
2  65  18   1 -100 2022  469
3  45  14   2    1 2022  470
1  26  16   2 -100 2022  471
2  62  16   2 -100 2022  472
1 -99  15   2  -97 2022  473
2  68  12   1 -100 2022  474
2  68  16   2 -100 2022  475
1  44  15   2    1 2022  476
2 -99  16   2 -100 2022  477
1  26  17   2    1 2022  478
1  21  12   2 -100 2022  479
2  61  16   2 -100 2022  480
3  64  18   1    2 2022  481
3  57  20   2    1 2022  482
2  61  19   1 -100 2022  483
1  18  12   2 -100 2022  484
1  58  19   2    1 2022  485
3  61  12   2    2 2022  486
3  69  20   2 -100 2022  487
2  60  16   1 -100 2022  488
3  51  12   1    1 2022  489
1  79  16   2 -100 2022  490
3  71  14   2    2 2022  491
1  49  20   1    1 2022  492
3 -99  14   1 -100 2022  493
3  72  16   1 -100 2022  494
1  38  12   1    2 2022  495
3  65  12   2 -100 2022  496
3  56  15   1 -100 2022  497
2 -99  12   1 -100 2022  498
3  40  12   2  -98 2022  499
1  71  20   2    1 2022  500
3  70  16   2    1 2022  501
3  29  16   1    1 2022  502
2  29  12   2 -100 2022  503
2  80   9   1 -100 2022  504
3  28  20   1 -100 2022  505
2  62  20   2 -100 2022  506
3  36  18   1 -100 2022  507
1  37  16   1    1 2022  508
3  43  12   1 -100 2022  509
2  37  19   2 -100 2022  510
1  34  16   1 -100 2022  511
2  34  16   2 -100 2022  512
3  80  12   2 -100 2022  513
2  70  16   1 -100 2022  514
3  61  14   2 -100 2022  515
1  24  12   1    1 2022  516
3  52  11   2    1 2022  517
1  53  17   1 -100 2022  518
3  32  16   2 -100 2022  519
2  49  18   2 -100 2022  520
1  65  12   1    1 2022  521
1  23  16   2 -100 2022  522
2  41  20   2 -100 2022  523
3  21  12   2    1 2022  524
2  66  11   2 -100 2022  525
2  36  20   2 -100 2022  526
3 -99  14   2    1 2022  527
3  24  14   2    1 2022  528
3  24  13   2    1 2022  529
3  45  14   1 -100 2022  530
1  49  18   2    1 2022  531
3  26  12   1  -98 2022  532
1 -99  14   2 -100 2022  533
3  23  13   1 -100 2022  534
2  47  16   2 -100 2022  535
1 -99  19   1    1 2022  536
2  42  13   1 -100 2022  537
2  46  13   2 -100 2022  538
1  54  16   1 -100 2022  539
2  42  14   1 -100 2022  540
2  53  13   2 -100 2022  541
1  33   8   1    2 2022  542
3 -99  12   2 -100 2022  543
1 -99  16   1 -100 2022  544
3  35  17   2 -100 2022  545
2  63  16   2 -100 2022  546
3  79  17   1 -100 2022  547
2  58  18   1 -100 2022  548
1  18  12   2 -100 2022  549
3  68  17   1 -100 2022  550
3  67  13   2 -100 2022  551
1  65  14   2    1 2022  552
3  72  16   2    1 2022  553
2 -99  16   2 -100 2022  554
1  61  20   1    1 2022  555
2  60  14   2 -100 2022  556
3  31  16   2    1 2022  557
1  77  20   1 -100 2022  558
3  74  14   2 -100 2022  559
3  82  17   2 -100 2022  560
3  27  16   2 -100 2022  561
1  28  16   1 -100 2022  562
1  23  16   1    1 2022  563
1 -99  16   2 -100 2022  564
1  37  20   1    1 2022  565
3  73  18   1    1 2022  566
3 -99  16   2 -100 2022  567
2  52  20   1 -100 2022  568
3  24  14   1 -100 2022  569
3  24  16   2 -100 2022  570
3  25  16   1 -100 2022  571
1  31  12   1    2 2022  572
1  39  16   1 -100 2022  573
1  41  16   2    1 2022  574
2  42  14   2 -100 2022  575
3  37  12   1 -100 2022  576
1  43  16   2 -100 2022  577
1  33  12   1    2 2022  578
1  33  16   2 -100 2022  579
3  38  16   1    1 2022  580
3  58  16   2 -100 2022  581
1  85  18   2 -100 2022  582
2  70  20   2 -100 2022  583
1  47  18   1    1 2022  584
1  57  16   1    1 2022  585
3  59  14   2    1 2022  586
2  18  11   1 -100 2022  587
3  36  16   1 -100 2022  588
3  34  18   1 -100 2022  589
2  43  16   2 -100 2022  590
2  31  16   2 -100 2022  591
2  72  20   1 -100 2022  592
3  51  16   2    1 2022  593
2  52  18   2 -100 2022  594
3  86  16   1 -100 2022  595
3  62  17   1 -100 2022  596
2  26  17   1 -100 2022  597
2  56  16   1 -100 2022  598
2  41  16   1 -100 2022  599
3  28  20   1    1 2022  600
1  28  17 -97    1 2022  601
1 -99  18   1 -100 2022  602
3 -99  20   1    1 2022  603
1  42  14   2 -100 2022  604
2 -99  15   2 -100 2022  605
3  62  12   2 -100 2022  606
3  51   0 -98    1 2022  607
2  45  19   1 -100 2022  608
3  32  16   2    1 2022  609
3  25  12   1 -100 2022  610
3  62  14   2    1 2022  611
2  46  16   2 -100 2022  612
2  33  14   2 -100 2022  613
2  71  16   2 -100 2022  614
3  56  17   2 -100 2022  615
1  31  12   2    1 2022  616
1  86  12   1    1 2022  617
1  27  16   1    1 2022  618
3  78  12   1    2 2022  619
3  74  19   2    1 2022  620
3  33  13   1 -100 2022  621
1  72  20   2    1 2022  622
1  74  18   2 -100 2022  623
2  59  12   1 -100 2022  624
1  27  12   2    2 2022  625
2  21  14   2 -100 2022  626
1  34  13   2 -100 2022  627
2 -99  14 -99 -100 2022  628
3  66  14   1    2 2022  629
1  28  12   2    2 2022  630
2  56  14   1 -100 2022  631
3  52  17   1 -100 2022  632
1  42  16   2    1 2022  633
1  67  14   1    1 2022  634
2 -99  18   2 -100 2022  635
3  59  16   2 -100 2022  636
1  61  16   1 -100 2022  637
3  52  16   2    2 2022  638
2  33  17   2 -100 2022  639
1  54  16   1    1 2022  640
3  53  14   1    1 2022  641
1  51  16   1 -100 2022  642
2  75  12   2 -100 2022  643
1  29  19   1 -100 2022  644
2  65  14   2 -100 2022  645
2  74  14   1 -100 2022  646
2  61  12   1 -100 2022  647
2  52  15   2 -100 2022  648
2  44  18   2 -100 2022  649
1  69  12   2    1 2022  650
1  59  12   1 -100 2022  651
3  52  18   2 -100 2022  652
3  39  19   2 -100 2022  653
3  38  16   2    1 2022  654
1  34  16   1    1 2022  655
3  74  18   2    1 2022  656
3  68  18   2 -100 2022  657
1  82  14   2 -100 2022  658
1  27  16   2    1 2022  659
3  30  17   1 -100 2022  660
3  60  20   1 -100 2022  661
1  69  18   1    1 2022  662
3  54  18   2    1 2022  663
1  68  18   1 -100 2022  664
1  35  16   2    1 2022  665
1 -99  14   1 -100 2022  666
3  74  16   2    1 2022  667
3  62  17   1    1 2022  668
2  80  13   2 -100 2022  669
3  47  16   1    1 2022  670
1  76  20   2    1 2022  671
2  53  17   2 -100 2022  672
1  45  16   1    1 2022  673
1  70  16   2 -100 2022  674
1  78  16   2 -100 2022  675
2  40  16   2 -100 2022  676
2  53  18   2 -100 2022  677
3  38  18   2    1 2022  678
3  41  14   1 -100 2022  679
1  52  17   2 -100 2022  680
2  44  17   1 -100 2022  681
1  33  14   2 -100 2022  682
1  44  15   2 -100 2022  683
2  24  12   1 -100 2022  684
1  23  12   1    1 2022  685
3  57  12   1    2 2022  686
1  46  14   1    1 2022  687
2  67  20   2 -100 2022  688
1  32  17   1    1 2022  689
2  46  15   2 -100 2022  690
3  41  12   1 -100 2022  691
1  37  12   2    1 2022  692
3  46  16   1 -100 2022  693
3  86   3   2    1 2022  694
3  41  16   2 -100 2022  695
1 -99  20   1    1 2022  696
1  21  16   2 -100 2022  697
2  39  12   2 -100 2022  698
2  55  16   1 -100 2022  699
3  29  16   2 -100 2022  700
3  35  16   1 -100 2022  701
1  28  16   2 -100 2022  702
1  48  17   2    1 2022  703
1  77  14   1    1 2022  704
2  68   3   1 -100 2022  705
1  27  12   2    1 2022  706
1  70  11   2    2 2022  707
1  49  16   1    1 2022  708
3  72  12   2    2 2022  709
2  43  13   2 -100 2022  710
2  57  16   1 -100 2022  711
3  67  16   2 -100 2022  712
1  60  15   2 -100 2022  713
3  20  14   2 -100 2022  714
2  18  11   1 -100 2022  715
1 -99  17   2    1 2022  716
3  58  12   2    2 2022  717
2  55  14   2 -100 2022  718
3  46  13   1    1 2022  719
3  77  12   2 -100 2022  720
3  72  16   1    1 2022  721
3  61  16   2 -100 2022  722
3  51  16   1    1 2022  723
1  52 -99   2 -100 2022  724
3  65  16   1    1 2022  725
1  79  12   2 -100 2022  726
3  30  18   2 -100 2022  727
2  73  13   1 -100 2022  728
2  37  16   2 -100 2022  729
1  32  16   1 -100 2022  730
1  49  17   2 -100 2022  731
3  66  17   2    1 2022  732
3  38  14   1    1 2022  733
3  39  13   2 -100 2022  734
1  78  15   1    2 2022  735
1  60  14   1 -100 2022  736
1  51  14   1    1 2022  737
1  37  13   2    1 2022  738
2  25  12   2 -100 2022  739
1  43  20   2 -100 2022  740
3  45  14   2    1 2022  741
3  66  18   2 -100 2022  742
1  55  12   2    1 2022  743
2 -99  12   1 -100 2022  744
3  75  20   1 -100 2022  745
3  89  14   2 -100 2022  746
2  83  17   1 -100 2022  747
3 -99  14   1    1 2022  748
3  80  16   2 -100 2022  749
1  61  16   2    1 2022  750
3  80  14   2 -100 2022  751
2  86  16   1 -100 2022  752
2  59  18   2 -100 2022  753
1  31  20   2 -100 2022  754
1  63  18   2 -100 2022  755
2 -99  12   2 -100 2022  756
2 -99  13   2 -100 2022  757
3 -99  14   2 -100 2022  758
1  20  20   1 -100 2022  759
3 -99  14   2    1 2022  760
1  25  18   2 -100 2022  761
1  68  17   1    1 2022  762
2  38  12   1 -100 2022  763
1  22  16   2 -100 2022  764
1  32  14   2    1 2022  765
2  35  16   1 -100 2022  766
1  44  20   1    2 2022  767
2  49  16   1 -100 2022  768
3 -99  14   1    1 2022  769
3  43  12   1    1 2022  770
2  40  20   2 -100 2022  771
1  62  16   2 -100 2022  772
1 -99  18   1    1 2022  773
3  55  20   2    1 2022  774
2  31  14   2 -100 2022  775
1  68  13   2    1 2022  776
2 -99  16   2 -100 2022  777
1  73  18   1 -100 2022  778
3  74  16   1    2 2022  779
3  69  19   2 -100 2022  780
1  78  16   2    1 2022  781
1  58  12   2    2 2022  782
2  66  12   1 -100 2022  783
3  21  15   1    2 2022  784
2  43  20   2 -100 2022  785
2  62  16   1 -100 2022  786
1  40  15   1 -100 2022  787
3  37  19   1    2 2022  788
2  68  16   1 -100 2022  789
3  39  16   1 -100 2022  790
1  42  16   2 -100 2022  791
3  37  20   2    1 2022  792
2  61  14   2 -100 2022  793
3  69  20   2    2 2022  794
3  71  19   2    2 2022  795
2  73  17   2 -100 2022  796
3  64  16   1    2 2022  797
2  70  16   1 -100 2022  798
2  70  16   1 -100 2022  799
3  55  17   2    2 2022  800
3  69   6   1 -100 2022  801
2  50  16   1 -100 2022  802
1  41  12   1 -100 2022  803
2  77  11   2 -100 2022  804
3  56  18   2    1 2022  805
1  56  20   1    2 2022  806
1  19  13   2 -100 2022  807
1  40  13   1 -100 2022  808
1  41  14   1 -100 2022  809
3  72  18   2 -100 2022  810
3  20  12   2 -100 2022  811
3  54  16   1    2 2022  812
1  33  12   2    2 2022  813
2  40  16   2 -100 2022  814
1 -99  14 -99    2 2022  815
3 -99  13   1  -99 2022  816
2  70   5   2 -100 2022  817
2  32  12   2 -100 2022  818
1 -99  12   2 -100 2022  819
2  18  12   2 -100 2022  820
1  54  18   2    2 2022  821
3  65  12   1 -100 2022  822
3  66  12   2 -100 2022  823
2  54  16   2 -100 2022  824
1  47  10   2 -100 2022  825
1  40  12   2    2 2022  826
2  32  16   2 -100 2022  827
2  67  12   2 -100 2022  828
3  61  12   1 -100 2022  829
3  84  10   1 -100 2022  830
1  39  19   2 -100 2022  831
1  28  11   1 -100 2022  832
1  60  16   1    2 2022  833
1  68  12   2 -100 2022  834
3  64  12   2 -100 2022  835
1  57  12   1    2 2022  836
3  48  13   2    2 2022  837
3  69  12   2 -100 2022  838
3  55  13   1    2 2022  839
3  60  16   1    2 2022  840
3  79  14   1    1 2022  841
1  41  20   1 -100 2022  842
2  61  18   2 -100 2022  843
1  84  13   2    1 2022  844
3 -99  13   2 -100 2022  845
3  28  14   1 -100 2022  846
1  42  14   1    1 2022  847
2  36  15   1 -100 2022  848
1  62  17   2 -100 2022  849
1  60  14   1 -100 2022  850
2  59  19   2 -100 2022  851
1  22  16   2 -100 2022  852
2  69  16   1 -100 2022  853
3  72  13   1 -100 2022  854
2  76  12   1 -100 2022  855
2  22  15   1 -100 2022  856
2  54  12   2 -100 2022  857
2 -99  14   2 -100 2022  858
1  69  14   1 -100 2022  859
3  85  12   2 -100 2022  860
2 -99  18 -99 -100 2022  861
1  58  16   1 -100 2022  862
1  37  17   2    1 2022  863
3  20  14   1    1 2022  864
1  64  16   2    1 2022  865
3  42  16   2 -100 2022  866
2  65  16   1 -100 2022  867
1  39  18   2    1 2022  868
3  54  12   2    1 2022  869
1 -99  16   1 -100 2022  870
2  76  16   1 -100 2022  871
1  68  14   1    2 2022  872
1  58  16   2 -100 2022  873
3  63  16   1    1 2022  874
1  21  15   2 -100 2022  875
2  26  14   2 -100 2022  876
2  34  16   1 -100 2022  877
1  34  15   1 -100 2022  878
1  23  16   2    2 2022  879
1  32  16   2 -100 2022  880
1  26  17   1 -100 2022  881
3  76  16   2 -100 2022  882
3  22  12   2    1 2022  883
1  67  16   1    2 2022  884
3  35  16   2 -100 2022  885
3  40  11   2 -100 2022  886
2  53  16   1 -100 2022  887
3  63  12   1 -100 2022  888
1  72  16   1    2 2022  889
